Station Name,Travel Time
Przemyśl Główny                  ,23
Jarosław                         ,9
Przeworsk                        ,12
Łańcut                           ,11
Rzeszów Główny                   ,22
Dębica                           ,15
Tarnów                           ,18
Bochnia                          ,17
Kraków Płaszów                   ,5
Kraków Główny                    ,48
Katowice                         ,15
Zabrze                           ,7
Gliwice                          ,44
Opole Główne                     ,45
Wrocław Główny                   ,36
Legnica                          ,14
Lubin                            ,32
Głogów                           ,33
Zielona Góra Główna              ,42
Rzepin                           ,21
Frankfurt (Oder)                 ,0712
