Station Name,Travel Time
Warszawa Zachodnia               ,5
Warszawa Centralna               ,6
Warszawa Wschodnia               ,20
Otwock                           ,12
Pilawa                           ,21
Dęblin                           ,10
Puławy Miasto                    ,10
Nałęczów                         ,11
Lublin Zachodni                  ,5
Lublin Główny                    ,8
Świdnik Miasto                   ,20
Trawniki                         ,11
Rejowiec                         ,11
Chełm Miasto                     ,4
Chełm                            ,0608
