Station Name,Travel Time
Lublin Główny                    ,5
Lublin Zachodni                  ,12
Nałęczów                         ,10
Puławy Miasto                    ,29
Pionki Zachodnie                 ,13
Radom Główny                     ,24
Skarżysko Kamienna               ,7
Suchedniów                       ,27
Kielce                           ,33
Włoszczowa                       ,33
Zawiercie                        ,16
Dąbrowa Górnicza                 ,3
Będzin Miasto                    ,7
Sosnowiec Główny                 ,9
Katowice                         ,5
Chorzów Batory                   ,8
Zabrze                           ,6
Gliwice                          ,23
Strzelce Opolskie                ,20
Opole Główne                     ,18
Brzeg                            ,8
Oława                            ,20
Wrocław Główny                   ,1125
